Category,Message,Message_Length
0,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya,122
0,finished work yet something,27
0,tomorrow going theatre come wherever u call tell come tomorrow,62
1,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx å,112
0,right wasnt phoned someone number like,38
0,ok wun b angry msg u aft come home tonight,42
0,good time nice something bit different weekends change see ya soon,66
0,yo sorry shower sup,19
0,carlos pick ill swing usf little bit,36
0,full heat pa applyed oil pa,27
0,im stuck da middle da row da right hand side da lt,50
0,laid airtel line rest,21
0,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing,68
1,freemsg txt call claim reward hours talk time use phone subscribegbpmnth inc hrs stoptxtstop,92
0,hey j r u feeling better,24
0,dont plan staying night prolly wont back til late,49
0,thanx puttin da fone,20
0,need th im campus atm could pick hour two,41
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch,97
0,running managed minutes needed oxygen might resort roller option,64
0,live next ltgt mins,19
0,de asking like,14
0,glad talking,12
0,wat time ì_ finish,18
0,sorry da gone mad many pending works,36
0,much got cleaning,17
0,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u,81
1,sunshine quiz win super sony dvd recorder canname capital australia text mquiz b,80
0,ìï called dad oredi,19
0,good think could send pix would love see top bottom,51
0,nvm im going wear sport shoes anyway im going late leh,54
0,sorry ill call later meeting,28
0,long fuckin showr,17
0,received understood n acted upon,32
0,finally came fix ceiling,24
0,u need presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove got dont mis,145
0,jus finish blowing hair u finish dinner already,47
0,im bus love,11
0,lol knew saw dollar store,25
1,please call customer service representative ampm guaranteed å cash å prize,74
1,todays voda numbers ending selected receive å reward match please call quoting claim code standard rates apply,110
0,saturday sunday holiday difficult,33
0,everybody fun evening miss,26
0,got hella gas money want go grand nature adventure galileo little bit,69
0,im meeting call later,21
0,oh wow thats gay firmware update help,37
0,wont move morphine,18
0,come din c ì_ yup cut hair,26
0,k k pa lunch aha,16
0,oh ho first time u use type words,33
0,captain vijaykanth comedy captain tvhe drunken,46
0,course guess gods got hold right,32
0,hide anythiing keeping distance,31
0,havent,6
1,ripped get mobile content wwwclubmobycom call polytruepixringtonesgames six downloads,85
0,sorry din lock keypad,21
0,u got persons story,19
0,planning come chennai,21
1,tried contact reply offer video phone anytime network mins half price line rental camcorder reply call,102
0,god created gap btwn ur fingers dat sum vry special fill gaps holding ur hands plz dont ask created much gap legs,113
0,okay going sleep later,22
0,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody,125
0,finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive,87
1,å xmas reward waiting computer randomly picked loyal mobile customers receive å reward call,91
0,r e meeting tmr,15
0,lol yes add spice day,21
0,hope great day,14
0,prasanth ettans mother passed away last night pray family,57
0,k ill work something,20
1,private account statement shows unredeemed points call identifier code expires,78
0,message great doctor india drink appy fizz contains cancer causing age,70
0,cant pick phone right pls send message,38
0,call tell infront call,22
0,ok prob,7
0,ladies first genus second k,27
0,yes please swimming,19
0,mum going robinson already,26
0,ok set let u noe e details later,32
0,nottel software name,20
0,send print outs da,18
0,im realy soz imat mums nite moro,32
0,born god said oh another idiot born,35
0,didnt get ur full msgsometext missing send,42
0,probably im almost gas get cash tomorrow,40
1,customer service announcement recently tried make delivery unable please call reschedule ref,92
0,forgot ask ì_ smth theres card da present lei ìï want write smth sign,69
0,im leaving house,16
1,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop ptext,101
0,ìï ready call,13
0,wewa iriver mb,14
0,good thing im getting connection bw,35
0,sry dajst nw came home,22
0,thats cool hell night lem know youre around,43
0,staying town,12
0,haha yeah oz kind shitload,26
0,ok u take shopping u get paid,29
0,life means lot love life love people life world calls friends call world ge,75
0,alright well bring see like ltgt mins,37
0,pls dont play others life,25
0,eatin lunch,11
0,hmmmbut give one day,20
0,didnt try g decided head,24
0,ok prob,7
0,surly ill give coming review,28
0,march ending ready call sure problem capital never complete far hows work ladies,80
0,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,83
0,pls give food preferably pap slowly loads sugar take hour give water slowly,75
1,urgent mobile awarded å bonus caller prize nd attempt contact call boxqu,72
0,guy gets used dumb realize,26
0,okey dokey iûll bit sorting stuff,33
0,dawhats plan,12
0,yes fine,8
1,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwincouk,81
0,liked new mobile,16
0,anytime,7
0,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand,76
0,yar say got error,17
0,hey anyway,10
0,wow healthy old airport rd lor cant thk anything else ill b bathing dog later,77
0,wif family booking tour package,31
0,say bold torch later one torch bold,35
0,haha awesome might need take doin tonight,41
0,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary,73
0,huh slow tot u reach long ago liao u days leh,45
0,thats cool princess cover face hot sticky cum,45
0,big brotherûs really scraped barrel shower social misfits,57
0,oops thk dun haf enuff go check tell ì_,39
0,min go lunch,12
0,hey happened u switch ur cell whole day isnt good u care give call tomorrow,75
0,k addie amp art ill get home,28
0,uncles atlanta wish guys great semester,39
0,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor,77
0,forgot tell ì_ smth ì_ like number sections clearer,51
0,yup anything lor u dun wan ok,29
0,im home love still awake loving kiss,36
0,hello peach cake tasts lush,27
1,free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply,118
0,therell minor shindig place later tonight interested,52
0,jason says cool pick place like hour,36
1,mobile mths update latest cameravideo phones free keep ur number get extra free minstexts text yes call,103
0,career tel added u contact indyarockscom send free sms remove phonebook sms ltgt,80
0,ive reached already,19
0,dont know ask brother nothing problem thing told,48
0,keng rocking ashes,18
0,wat time r ì_ going xins hostel,31
0,good morning dear shijutta great amp successful day,51
1,buy space invaders chance win orig arcade game console press games arcade std wap charge see ocoukgames terms settings purchase,127
0,oh kafter placement ah,22
0,possession especially first offense,35
0,nt driving even many reasons called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem,126
0,bought test yesterday something lets know exact day u ovulatewhen get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell,162
0,pizza u want,12
0,keep seeing weird shit bein woah realising actually reasonable im oh,68
0,many happy returns day wish happy birthday,42
0,ya nice ready thursday,22
0,hospital da return home evening,31
0,thinking u x,12
1,camera awarded sipix digital camera call fromm landline delivery within days,76
0,orh tot u say still dun believe,31
0,put sign choose number pin show right,37
0,beauty life next second hides thousands secrets wish every second wonderful ur life gud n,89
0,thanx u darlinim cool thanx bday drinks nite morrow take care c u soonxxx,73
0,youre still maybe leave credit card get gas get back like told,62
1,weekly coolmob tones ready download weeks new tones include crazy frogaxel f akonlonely black eyeddont p info n,111
0,well boy glad g wasted night applebees nothing,46
1,cashbincouk get lots cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away,106
0,ok lor u wan go look u,22
0,u wan haf lunch im da canteen,29
0,dont make life stressfull always find time laugh may add years life surely adds life ur years gud niswt dreams,110
0,hey looks like wrong one kappa guys numbers still phone want text see hes around,80
1,urgent mobile number awarded å prize guaranteed call land line claim valid hrs ppm,82
1,thanks continued support question week enter u draw å cash name new us president txt ans,88
0,im home doc gave pain meds says everything fine,47
0,ì ardìä rest ard leastwhich ì price ì bedrm,43
0,lovely night xxx,16
0,prepare pleasured,17
0,hitechnical supportproviding assistance us customer call email,62
0,text way cup stop work bus,26
0,whens radio show,16
1,unique user id removal send stop customer services,50
0,im sure still available though,30
0,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling,95
0,cheers lou yeah goodnite shame u neva came c ya gailxx,54
0,hii got money da,16
0,hi mobile ltgt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom,101
0,ok u tell wat time u coming later lor,37
0,u repeat e instructions wats e road name ur house,49
0,many people seems special first sight remain special till last sight maintain till life ends shjas,98
0,quite lor dun tell wait get complacent,38
0,sorry completely forgot pop em round week still,47
0,u r beautiful girl ive ever seen u r baby come c common room,60
0,cant see join denis mina denis want alone time,46
0,sen told going join uncle finance cbe,37
0,yup hey one day fri ask miwa jiayin take leave go karaoke,57
0,call senthil hsbc,17
0,especially since talk boston personal statement lol woulda changed realized said nyc says boston,96
0,indeed way either,17
1,urgent call landline complimentary ibiza holiday å cash await collection sae tcs po box sk wp ppm,97
0,holy living christ taking long,30
0,ìï thk wat eat tonight,22
0,thanx yup coming back sun finish dinner going back hotel time flies tog exactly mth today hope well haf many mths come,118
0,opposite side dropped,21
0,yup izzit still raining heavily cos im e mrt cant c outside,59
0,send resume,11
0,gd luck ur exams,16
0,u ask next sat make im ok lor,29
0,sorry uncle ill keep touch,26
0,saw guys dolls last night patrick swayze great,46
1,urgent nd attempt contact u å prize yesterday still awaiting collection claim call,82
1,santa calling would little ones like call santa xmas eve call book time callsppm last mins tc wwwsantacallingcom,112
0,come home dont want u miserable,31
0,dont know shes getting messages,31
0,cool tyler take gon na buy drop place later tonight total order quarter got enough,82
0,guy car shop flirting got phone number paperwork called texted im nervous course may address call boss tell knowing may get fired,129
0,reverse cheating mathematics,28
0,plan manage,11
0,er hello things didnût quite go plan ûò limping slowly home followed aa exhaust hanging,87
0,sorry delay yes masters,23
0,call u finish come n pick u,27
1,private account statement shows unredeemed bonus points claim call identifier code expires,90
0,whats oga left phone home saw ur messages hope good great weekend,65
0,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill,124
0,honey pls find much sell predicte nigeria many times used important reply monday,80
0,e admin building might b slightly earlier ill call u im reaching,64
0,fyi im usf swing room whenever,30
0,call ltgt min thats ok,22
0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,74
0,ìï home work meh,16
0,anything valuable situations first getting second loosing,57
0,mark taking forever pick prescription pain coming back,54
0,hows ur paper,13
0,got smaller capacity one quite ex,33
1,check choose babe videos smsshsexnetun fgkslpopw fgkslpo,56
0,im good thinking,16
1,u r winner u ave specially selected receive å cash holiday flights inc speak live operator claim pmin,101
0,thought bout drink tap spile seven pub gas st broad st canal ok,63
0,going sleep tired travel,24
0,haha thinkin,12
0,yup giving problems mayb ill jus leave,38
0,lol trying make day little interesting,38
0,long get reply defer admission til next semester,48
0,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day,88
0,po de need job aha,18
0,rats hey u ever vote next themes,32
1,new mobiles must go txt nokia collect today å wwwtcbiz optout gbpmtmsg txtauction,81
0,hope pee burns tonite,21
0,oh rite well im best mate pete went week geva longer week,57
0,yay cant wait party together,28
0,photoshop makes computer shut,29
0,boys made fun today ok problem sent one message fun,51
0,thats one issues california okay snow manageable,48
1,private account statement shows unredeemed points call identifier code expires,78
0,hmmm mayb try e shoppin area one forgot e name hotel,52
0,awesome gon na soon later tonight,33
0,need details online job,23
1,valued vodafone customer computer picked win å prize collect easy call,70
0,missing toopray inshah allah,28
0,pls help tell ashley cant find number oh,40
0,escape theatre going watch kavalan minutes,42
0,sthis increase chance winning,29
0,either way works ltgt years old hope doesnt bother,50
0,maybe find something else instead,33
0,gain rights wifedont demand iti trying husband toolets see,58
0,liked new house,15
0,im fine hope also,17
0,also north carolina texas atm would go gre site pay test results sent,69
0,u,1
0,yes baby need stretch open pussy,32
0,thanks bomb date phone wanted say,33
0,ok,2
0,hey guy know breathing neck get bud anyway youd able get half track usf tonight,79
0,response one powerful weapon occupy place others heart,54
0,nokia phone lovly,17
1,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare,113
1,bored housewives chat n date btnational rate pmin landlines,59
0,sorry datoday wont come playi driving clas,42
0,im really sorry lit hair fire,29
0,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rents,141
0,okey dokey swashbuckling stuff oh,33
0,watching cartoon listening music amp eve go temple amp church u,63
0,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face,128
0,dips cell dead coming u better respond else shall come back,59
0,well know mean texting,22
0,hi dis yijue would happy work wif ì_ gek,40
0,lol oops sorry fun,18
0,wat happened cruise thing,25
0,know dat feelin pete wuld get em nuther place nuther time mayb,62
1,lyricalladief inviting friend reply yes see wwwsmsacuhmmross stop send stop frnd,80
0,worlds happiest frnds never characters dey best understanding differences,73
1,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone reply hl info,99
0,yeah open chat click friend lists make list easy pie,52
0,alright tylers got minor crisis home sooner thought asap,56
0,whenwhere pick,14
0,usual u call ard smth,21
0,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct,100
0,many things antibiotic used chest abdomen gynae infections even bone infections,79
0,poor girl cant go one day lmao,30
0,times,5
1,todays vodafone numbers ending selected receive å award number matches call receive å award,91
0,pls make note shes exposed also find school anyone else vomiting dog cat house let know later,93
0,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike,121
0,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath,114
0,worse uses half way stops better complete,41
0,miserable dont tell u side effects birth control massive gut wrenching cramps first months didnt sleep last night,113
0,send new number,15
0,convey regards,14
1,want latest video handset anytime network mins half price line rental reply call delivery tomorrow,98
0,half years missed friendship,28
0,cant pick phone right pls send message,38
0,oh fucks sake shes like tallahassee,35
0,haha first person gon na ask,28
1,ou guaranteed latest nokia phone gb ipod mp player å prize txt word collect ibhltd ldnwh pmtmsgrcvd,99
0,taka lor wat time u wan come n look us,38
1,free polyphonic ringtone text super get free poly tone week sn pobox nr zs subscription pw,90
0,im reaching another stops,25
0,didnt mean post wrote like many times ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed,208
1,warner village c colin farrell swat wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offers,144
0,come online today night,23
0,anything special,16
0,im solihull want anything,25
0,good day,8
0,regret inform u nhs made mistakeu never actually bornplease report yor local hospital b terminatedwe r sorry inconvenience,122
0,love holiday monday feeling even go dentists hour,49
0,way tirupur,11
1,goal arsenal henry v liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins,105
0,youve already got flaky parent itsnot supposed childs job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless,158
0,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow,82
0,dropped em omw back,19
1,nd time tried contact u u pound prize claim easy call p per min btnationalrate,78
0,sitting mu waiting everyone get suite take shower,49
0,call didnt see facebook huh,27
0,g says never answer texts confirmdeny,37
0,common hearin r u wat r u ur day let ask u something different u smile today gud evng,85
0,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply,89
0,oh yah never cancel leh haha,28
0,go e normal pilates intro,25
0,ok let u noe leave house,24
0,oh yes like torture watching england,36
0,wan na art,10
0,hopeing wasnût pissed remember gone sisters something,53
1,got takes take part wrc rally oz u lucozade energy text rally le p see packs lucozadecoukwrc itcould u,102
1,hi sexychat girls waiting text text great night chatting send stop stop service,79
0,good morning boytoy hows yummy lips wheres sexy buns think crave need,69
0,match startedindia ltgt,23
0,free call sir,13
0,hey want anything buy,21
0,hey babe hows going ever figure going new years,47
0,kkcongratulation,16
0,g wants know fuck,17
0,cancelled yeah baby well sounds important understand darlin give ring later fone love kate x,92
0,tomarrow want got court ltdecimalgt come bus stand,50
0,ìï go home liao ask dad pick,28
0,omg make wedding chapel frontierville get good stuff,52
0,im eatin lor goin back work soon e mountain deer show huh watch b liao nice,75
0,check maili mailed varma kept copy regarding membershiptake careinsha allah,75
0,wrong phone phone answer one assume people dont well,52
0,anyway dont think secure anything lem know want drive south chill,65
0,im already back home probably,29
1,great news call freefone claim guaranteed å cash å gift speak live operator,75
1,hi amy sending free phone number couple days give access adult parties,70
0,bus way calicut,15
0,hi probably much fun get message thought id txt u cos im bored james farting night,82
0,hi baby im sat bloody bus mo wont home wan na somethin later call later ortxt back jess xx,90
1,welcome select service added benefits call specially trained advisors free mobile dialling,90
0,lost pounds since doc visit last week woot woot im gon na celebrate stuffing face,81
0,u coming back dinner rite dad ask confirm wif u,47
0,masters buy bb cos sale hows bf,31
0,ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im,99
0,im viveki got call number,25
0,didnt u call lunch,18
0,mean left early check cos im working,36
0,want ltgt rs dado,17
0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,103
0,yup ok,6
0,want see pretty pussy,21
1,dear voucher holder next meal us use following link pc enjoy dining experiencehttpwwwvouchmecometlpdiningasp,108
0,people game im mall iouri kaila,31
1,urgent trying contact u todays draw shows å prize guaranteed call land line claim valid hrs,91
1,donate å unicefs asian tsunami disaster support fund texting donate å added next bill,85
0,future planned tomorrow result today best present enjoy future,62
0,cme want go hos morow wil cme got dear didnt say time,53
0,supposed meet discuss abt trip thought xuhui told afternoon thought go lesson,77
0,hey come online use msn,23
0,im fine hope good take care,27
0,oops shower u called hey parking garage collapsed university hospital see im crazy stuff like happen,100
0,aiyo u poor thing u dun wan eat u bathe already,47
0,yar tot u knew dis would happen long ago already,48
0,gorgeous keep pix cumming thank,31
0,boy late home father power frndship,35
0,jade paul didnåõt u txt u remember barmed want talk u txt,57
0,spending new years brother family lets plan meet next week ready spoiled,72
0,u today,7
0,said okay sorry,15
0,slept thinkthis time ltgt pm dangerous,38
0,networking job,14
1,goldviking inviting friend reply yes see wwwsmsacugoldviking stop send stop frnd,80
0,dont let studying stress lr,27
0,thats u haf keep busy,21
0,rushing im working im school rush go hungry,43
0,channel,7
0,telling coulda real valentine wasnt u never pick nothing,56
1,phony å award todays voda numbers ending xxxx selected receive å award match please call quoting claim code standard rates app,126
0,made eta taunton planned hope thatûs still okday good see xx,60
0,im hungry buy smth home,23
0,hey kate,8
0,drive read need write,21
0,looked addie goes back monday sucks,35
0,happy new year hope good semester,33
0,esplanade lor else,18
0,talk,4
0,hmph go head big baller,23
0,well like actually called someone punto woulda worse,52
0,nope since ayo travelled forgotten guy,38
0,still around looking pick later,31
1,cds u congratulations ur awarded å cd gift vouchers å gift guaranteed freeentry å wkly draw xt music tncs wwwldewcomwinppmxage,126
0,theres someone year ltgt toyota camry like mr olayiwolas mileage ltgt kits clean need know much sell raise dough soon landing sell holla back,141
0,guess pub im im happy pig clover whatever saying,48
0,ill b soon,10
0,oh k come tomorrow,18
0,go fool dont cheat others ok,28
0,mobile numberpls sms ur mail idconvey regards achanammarakheshqatar,67
0,way rencontre meet mountains dont,33
1,guaranteed å cash å prize claim yr prize call customer service representative ampm cost p,89
0,u attend ur driving lesson many times wk n day,46
0,uncle g checking rewarding month,32
0,hello boytoy geeee im missing today like send tm remind im thinking loved loving kiss,85
0,think two still need get cash def ready,39
0,hey galsu wan na meet dinner nìâte,34
1,dear xxxxxxx uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs,99
0,babe talking think good boy missing love,40
0,great office today,18
0,cool last little getting time soon,34
0,sad puppy noise,15
0,yes possible dint try pls dont tell one k,41
0,anyway holla whenever youre around need excuse go creep people sarasota,71
0,happen,6
0,gon na ask lol think,20
1,ur cashbalance currently pounds maximize ur cashin send go pmeg cc hgsuitelands rowwjhl,87
1,private account statement shows unredeemed sim points call identifier codexx expires,84
0,go chase run shes crossing street,33
1,id like tell deepest darkest fantasies call pmin stop texts call nat rate,73
0,coming friday leave pongaldo get news work place,48
0,hey inconvenient sis huh,24
0,ok vldo u know got adsense approved,35
0,really good see day dudette missing,35
0,want go perumbavoor,19
0,many times told stage use laugh listen aha,42
1,wont believe true incredible txts reply g learn truly amazing things blow mind ofwd ptxt,88
0,didnt hear,10
0,thanks talk saturday dear cherish brother role model,52
0,pls clarify back open return ticket preponed go back kerala,59
1,natalie f inviting friend reply yes see wwwsmsacunataliek stop send stop frnd,77
0,ran younger man make pretty babies together,43
1,jamster get free wallpaper text heart tc apply need help call,61
0,ic lol play doors sometime yo,29
0,dunno dad said coming home bring us lunch yup go w u lor call u reach school lor,80
0,sent jd customer service cum accounts executive ur mail id details contact us,77
0,desires u going doctor liver get bit stylish get ur hair managed thats,70
0,hmmmstill dont opener,21
0,yeah basically time next week get away mom amp get,50
0,edison rightly said fool ask questions wise man answer know us speechless viva gm,81
0,vote wherever heart guides,26
0,sis lor juz watched italian job,31
0,tick tick tick could die loneliness know pouts stomps feet need,63
0,lmao know well,14
1,double mins double txt price linerental latest orange bluetooth mobiles call mobileupd latest offers calloptoutlf,113
0,train back northampton im afraid im staying skyving today ho ho around wednesday though fancy comedy club week way,114
0,goodnight da thangam really miss u dear,39
0,hey next sun theres basic yoga course bugis go pilates intro next sat tell time r free,86
0,geeeee internet really bad today eh,35
1,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd calloptout,99
0,think disturbing da,19
0,sorry ill call later meeting sir,32
0,havent stuck orchard dads car going dinner u leh r free tonight,63
0,ok also wan watch e pm show,27
0,dunno lei like dun haf,22
0,brother transfered ltgt ltgt pa,31
0,calls later afternoon onwords mtnl service get problem south mumbai hear cannt listen,85
1,å uk break accommodationvouchers terms conditions apply claim mustprovide claim number,86
0,talk g x,8
0,hai dear friends new amp present number rajitha raj ranju,57
1,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity,112
0,different styles,16
1,win å shopping spree every week starting play text store skilgme tscs winawk age åperweeksub,92
0,gud ni dearslp welltake careswt dreamsmuah,42
0,want sent ltgt mesages today thats sorry hurts,46
1,nd attempt contract u weeks top prize either å cash å prize call,64
0,well im glad didnt find totally disagreeable lol,48
0,guy flash go call call madam take care oh,41
1,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,102
0,mark works tomorrow gets work house meet u afterwards,53
0,keep ur problems ur heart,25
0,yeah give call youve got minute,31
0,hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarried thnovbehind ourbacks åð fuckinniceselfish,109
0,amazing rearrange letters gives meaning dormitory dirty room astronomer moon starer eyes see election results lies lets recount motherinlaw woman hitler eleven plus two twelve plus one amazing,192
0,aiya discuss later lar pick ì_,30
0,hey happy birthday,18
0,sorry missed call please call back,34
0,omg one thing another cat worms bad day end,43
0,good morning im suffering fever dysentry able come office today,63
0,wont anything de,16
0,type stuff sing,15
0,st andre virgils cream,22
0,check rooms befor activities,28
0,fri ah okie lorgoin drivin den go shoppin tt,44
0,gokila talking aha,18
0,hi shanilrakhesh herethanksi exchanged uncut diamond stuffleaving back excellent service dino prem,98
0,kkthis month kotees birthday know,33
0,im really really broke oh amount small even ltgt,48
0,sorry mates phone didnt write love kate,39
1,themobhit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaperall free,111
0,ah well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money,108
0,aight call youre close,22
0,nope thats fine might nap tho,29
1,msg mobile content order resent previous attempt failed due network error queries customersqueriesnetvisionukcom,112
0,news hassling get weed week andres money haughaighgtujhyguj,59
0,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girld boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily gthr drinking boost evrydy moral story hv free msgsd gud ni,330
0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,108
0,ding ya break fassyole blacko londn,35
0,really need kiss u miss u baby ur baby eva,42
0,sign maturity start saying big things actually start understanding small things nice evening bslvyl,99
0,oh got many responsibilities,28
1,new message please call,23
0,ive reached sch already,23
1,december mobile mths entitled update latest colour camera mobile free call mobile update vco free,97
0,u definitely need module e humanities dis sem izzit u wan take modules st,73
0,argh fuck nobody town _,23
1,get lions england tone reply lionm mono lionp poly go wwwringtonescouk original n best tones gbp network operator rates apply,125
0,thanks fills complete calm reassurance,38
0,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning,67
0,driving training,16
0,lol real told dad cancer,24
1,private account statement,25
0,oops ltgt,9
0,enufcredeit tocallshall ileave uni get bus yor house,52
0,hi chikku send nice msgs,24
0,impossible argue always treats like sub like never released remind necessary,76
0,work ah den plus lor u workin oso rite den go orchard lor place go liao,71
0,wonderful okors great month cherish guys wish well day mojibiola,64
0,cuz ibored wan na study,23
0,wot wed nite til,16
0,rose redred bloodblood heartheart u u send tis ur friends including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,163
0,way,3
0,sucks ill go u hair youll free right,36
0,still working time also tried adding zeros savings checking ltgt,64
0,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep,81
0,sday joinedso training started today,36
0,sorry grocers,13
0,nice pubs near frankie n bennys near warner cinema,50
1,costa del sol holiday å await collection call toclaim sae tc pobox stockport skxh coståpm maxmins,97
0,yup havent want go yoga call book,33
0,oh shut omg yesterday dream kids boys pissed kids boys even told mark dream changing diapers cause im getting owed face,119
0,yeah imagine would really gentle unlike docs treat patients like turkeys,72
1,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone,113
0,started dont stop pray good ideas anything see help guys ill forward link,73
0,hi darlin im helens fone im gon na b princes nite please come tb love kate,74
0,im office dawhere,17
0,aiyar u poor thing give u support k jia ill think u,51
0,oh unintentionally bad timing great fingers trains play along give fifteen min warning,86
1,get garden ready summer free selection summer bulbs seeds worth å scotsman saturday stop go notxtcouk,101
0,kthen come wenever u lik come also tel vikky come getting free time,67
0,pls call da happen,18
0,happy new year u ur familymay new year bring happiness stability tranquility ur vibrant colourful life,102
0,problem renewal ill right away dont know details,48
0,idk im sitting stop shop parking lot right bawling eyes feel like im failure everything nobody wants feel like im failing,121
0,havent left yet probably gon na til dinner,42
0,like ltgt question,18
0,new years eve ok went party boyfriend si hey,44
0,sir need velusamy sirs date birth company bank facilities details,65
0,k k sms chat,12
0,come karnan car please wait till pm directly goto doctor,56
0,bluray player,13
0,ok r meeting later,18
0,lol need cash nitros hurry come crash,37
0,send text well skype later,26
0,ok leave need ask,17
1,congrats mobile g videophones r call videochat wid ur mates play java games dload polyph music noline rentl bx ip p,115
0,ìï still got lessons ìï sch,27
0,dun believe leh tot told true already thk muz c us tog believe,62
0,oh charge camera,16
0,iûve got salt rub open wounds like,34
0,im going lunch,14
0,im school n ill da lab stuff give call ì_ r done,48
0,oh k come tomorrow,18
0,aight text tonight well see whats,33
0,u,1
0,water logging desert geoenvironmental implications,50
0,rajipls favour pls convey birthday wishes nimya pls today birthday,66
0,company goodenvironment terrific food really nice,49
0,strange watching nd one im bed sweet dreams miss u,50
1,sms auction brand new nokia auction today auction free join take part txt nokia,79
0,hi hope u r ok said would text hasnt u seen let gently please,61
0,babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kisses,89
0,k sure relatives home sms de pls,32
0,sent like,9
0,fuuuuck need stop sleepin sup,29
0,im town ill jus take mrt later,30
0,cooked rather nice salmon la,28
0,uploaded mine facebook,22
0,time u wrkin,12
0,okie,4
1,ree entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details,86
1,records indicate u maybe entitled pounds compensation accident claim free reply claim msg stop txt stop,103
0,sorry ill call later,20
0,oh oh den muz change plan liao go back yan jiu,46
0,wylie tampa sarasota,20
0,ok take ur time n enjoy ur dinner,33
0,darren saying dat u meeting da ge den dun meet dinner cos later u leave xy feel awkward den u meet lunch lor,108
1,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logopic,101
0,like cheap iûm happy splash wine makes feel better,50
0,shes fine difficulties phone works mine pls send another friend request,71
0,ugh leg hurts musta overdid mon,31
1,call germany pence per minute call fixed line via access number prepayment direct access wwwtelediscountcouk,108
